,gender,ownsCar,ownsRealty,numChildren,totalIncome,incomeType,eduLvl,famStatus,housingType,occupation,famSize,ageYrs,yrsEmpl,UNEMPLOYED,ApprStatus
323072,F,N,Y,0,135000,Working,Higher education,Married,House / apartment,Laborers,2,37,4,1,1
323094,F,N,Y,0,135000,Working,Higher education,Married,House / apartment,Laborers,2,37,4,1,0
323179,M,N,N,0,180000,Working,Secondary / secondary special,Single / not married,With parents,Not identified,1,25,3,1,0
323216,M,N,N,0,180000,Working,Secondary / secondary special,Single / not married,With parents,Not identified,1,25,3,1,1
323319,M,N,Y,0,216000,State servant,Secondary / secondary special,Single / not married,House / apartment,Core staff,1,40,6,1,0
323380,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,60,0,0,0
323489,F,N,N,0,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Not identified,1,32,6,1,0
323509,F,N,N,0,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Not identified,1,32,6,1,1
323704,F,N,Y,0,139500,Commercial associate,Secondary / secondary special,Married,House / apartment,Not identified,2,57,15,1,1
323875,F,N,Y,0,157500,Working,Higher education,Married,House / apartment,Accountants,2,46,16,1,0
323970,F,Y,Y,0,225000,Working,Higher education,Single / not married,House / apartment,Not identified,1,27,1,1,1
324008,F,Y,Y,0,225000,Working,Higher education,Single / not married,House / apartment,Not identified,1,27,1,1,0
324087,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Not identified,2,56,0,0,1
324102,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Not identified,2,56,0,0,0
324216,F,N,Y,0,225000,Working,Secondary / secondary special,Separated,With parents,Sales staff,1,41,4,1,1
324275,F,N,Y,1,315000,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,Cleaning staff,2,52,5,1,1
324395,F,N,Y,1,315000,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,Cleaning staff,2,52,5,1,0
324487,F,N,Y,1,157500,Working,Secondary / secondary special,Widow,House / apartment,Sales staff,2,50,4,1,0
324498,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,Sales staff,3,36,3,1,1
324537,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,Sales staff,3,36,3,1,0
324574,F,N,Y,0,92250,Pensioner,Secondary / secondary special,Widow,House / apartment,Not identified,1,64,0,0,1
324627,F,N,Y,0,92250,Pensioner,Secondary / secondary special,Widow,House / apartment,Not identified,1,64,0,0,0
324629,M,Y,Y,0,108000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,68,0,0,1
324666,M,N,N,0,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,Not identified,2,35,15,1,0
324684,M,N,N,0,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,Not identified,2,35,15,1,1
324724,F,N,Y,0,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,49,5,1,0
324751,M,Y,N,0,315000,Commercial associate,Higher education,Married,House / apartment,Sales staff,2,37,0,1,0
324757,M,Y,N,0,315000,Commercial associate,Higher education,Married,House / apartment,Sales staff,2,37,0,1,1
324768,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,29,10,1,0
324862,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,29,10,1,1
324880,M,N,Y,0,234000,Commercial associate,Higher education,Married,House / apartment,Sales staff,2,39,3,1,1
324898,M,N,Y,0,607500,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,2,54,3,1,1
325035,M,N,Y,0,607500,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,2,54,3,1,0
325057,M,Y,N,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,1,28,4,1,1
325089,M,Y,N,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,1,28,4,1,0
325117,M,Y,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,53,8,1,1
325173,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,2,53,9,1,1
325388,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,2,53,9,1,0
325544,M,Y,Y,2,139500,Working,Secondary / secondary special,Married,House / apartment,Not identified,4,33,3,1,0
325621,M,Y,Y,0,310500,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,47,4,1,1
325760,M,Y,Y,0,310500,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,47,4,1,0
325827,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Separated,With parents,Not identified,1,54,0,1,0
325844,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Separated,With parents,Not identified,1,54,0,1,1
325893,F,N,Y,1,67500,Working,Secondary / secondary special,Married,Rented apartment,Laborers,3,40,5,1,1
325931,F,N,Y,1,67500,Working,Secondary / secondary special,Married,Rented apartment,Laborers,3,40,5,1,0
325970,F,N,Y,0,157500,Working,Incomplete higher,Married,House / apartment,Core staff,2,29,10,1,1
326001,F,N,Y,0,157500,Working,Incomplete higher,Married,House / apartment,Core staff,2,29,10,1,0
326018,M,Y,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,61,0,0,0
772246,M,N,N,1,180000,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,2,36,0,1,1
326059,M,N,Y,1,180000,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,2,36,0,1,1
326111,F,N,Y,0,112500,Working,Higher education,Married,House / apartment,Core staff,2,35,10,1,0
326127,M,Y,Y,1,135000,Commercial associate,Higher education,Married,House / apartment,Not identified,3,32,2,1,1
326169,M,Y,Y,1,135000,Commercial associate,Higher education,Married,House / apartment,Not identified,3,32,2,1,0
326310,M,N,Y,1,360000,Working,Secondary / secondary special,Civil marriage,House / apartment,Not identified,3,35,7,1,0
326362,M,N,Y,1,360000,Working,Secondary / secondary special,Civil marriage,House / apartment,Not identified,3,35,7,1,1
326387,F,Y,Y,0,202500,Working,Higher education,Married,House / apartment,Sales staff,2,39,2,1,0
326437,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,37,2,1,0
326465,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,37,2,1,1
326484,F,N,Y,0,166500,Commercial associate,Higher education,Widow,House / apartment,Cleaning staff,1,56,6,1,1
326568,F,N,Y,0,166500,Commercial associate,Higher education,Widow,House / apartment,Cleaning staff,1,56,6,1,0
326678,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,Not identified,1,67,0,0,1
327020,F,N,Y,2,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,4,43,2,1,1
327065,F,N,Y,2,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,4,43,2,1,0
327147,F,Y,Y,2,144000,Working,Higher education,Married,House / apartment,Accountants,4,40,1,1,1
327376,F,Y,Y,2,144000,Working,Higher education,Married,House / apartment,Accountants,4,40,1,1,0
327493,F,N,Y,0,112500,Commercial associate,Higher education,Married,House / apartment,Not identified,2,48,3,1,1
327584,F,N,Y,0,112500,Commercial associate,Higher education,Married,House / apartment,Not identified,2,48,3,1,0
327900,F,N,Y,2,153000,Commercial associate,Higher education,Married,House / apartment,Accountants,4,37,3,1,1
328085,F,N,Y,2,153000,Commercial associate,Higher education,Married,House / apartment,Accountants,4,37,3,1,0
328167,F,N,Y,2,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,4,44,0,1,0
328174,M,N,Y,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,Not identified,1,34,4,1,1
328317,F,N,N,1,157500,Working,Secondary / secondary special,Civil marriage,With parents,Cooking staff,3,31,1,1,1
328335,F,N,N,1,157500,Working,Secondary / secondary special,Civil marriage,With parents,Cooking staff,3,31,1,1,0
328389,F,Y,N,0,315000,Working,Secondary / secondary special,Married,House / apartment,Managers,2,54,11,1,1
328764,F,Y,N,0,315000,Working,Secondary / secondary special,Married,House / apartment,Managers,2,54,11,1,0
329020,F,N,N,1,157500,Working,Secondary / secondary special,Married,House / apartment,Private service staff,3,42,4,1,1
329076,M,N,Y,0,135000,Commercial associate,Higher education,Separated,House / apartment,Not identified,1,58,7,1,1
329095,M,N,Y,0,135000,Commercial associate,Higher education,Separated,House / apartment,Not identified,1,58,7,1,0
329151,F,Y,Y,0,144000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,58,0,0,1
329200,F,N,N,0,90000,Working,Higher education,Married,House / apartment,Not identified,2,55,15,1,0
329232,F,N,N,0,90000,Working,Higher education,Married,House / apartment,Not identified,2,55,15,1,1
329334,F,N,Y,0,360000,State servant,Secondary / secondary special,Separated,House / apartment,Medicine staff,1,33,7,1,1
329392,F,N,Y,0,360000,State servant,Secondary / secondary special,Separated,House / apartment,Medicine staff,1,33,7,1,0
329447,M,N,Y,0,225000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Security staff,1,45,11,1,1
329481,F,Y,Y,0,189000,Pensioner,Higher education,Separated,House / apartment,Not identified,1,66,0,0,0
329528,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,53,5,1,1
329584,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,53,5,1,0
329600,M,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,2,23,2,1,0
329619,M,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,2,23,2,1,1
329704,F,N,Y,1,45000,Working,Higher education,Married,House / apartment,Core staff,3,31,0,1,1
329717,F,Y,Y,0,225000,Working,Higher education,Married,House / apartment,Managers,2,49,6,1,0
329738,F,Y,Y,0,225000,Working,Higher education,Married,House / apartment,Managers,2,49,6,1,1
329932,F,N,Y,0,135000,Pensioner,Incomplete higher,Separated,House / apartment,Not identified,1,56,0,0,1
329939,F,N,Y,0,135000,Pensioner,Incomplete higher,Separated,House / apartment,Not identified,1,56,0,0,0
329980,F,N,Y,0,121500,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,2,49,8,1,1
330094,F,N,Y,0,121500,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,2,49,8,1,0
330128,F,N,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,Not identified,2,55,12,1,1
330270,F,N,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,Not identified,2,55,12,1,0
330356,F,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,1,46,25,1,0
330391,F,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,1,46,25,1,1
330548,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,58,0,0,1
330571,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,58,0,0,0
330582,M,N,Y,0,270000,Working,Secondary / secondary special,Separated,House / apartment,Not identified,1,44,7,1,1
330669,M,N,Y,0,270000,Working,Secondary / secondary special,Separated,House / apartment,Not identified,1,44,7,1,0
330764,F,N,N,0,94500,Working,Higher education,Married,House / apartment,Not identified,2,25,2,1,1
330817,F,N,N,0,94500,Working,Higher education,Married,House / apartment,Not identified,2,25,2,1,0
330828,M,N,Y,1,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,Not identified,3,42,11,1,1
331003,M,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,Not identified,1,24,0,1,0
331037,M,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,Not identified,1,24,0,1,1
331046,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,58,15,1,1
331074,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,58,15,1,0
331111,F,N,Y,0,90000,State servant,Secondary / secondary special,Widow,House / apartment,Medicine staff,1,49,11,1,1
331138,F,N,Y,0,90000,State servant,Secondary / secondary special,Widow,House / apartment,Medicine staff,1,49,11,1,0
331185,F,Y,Y,1,351000,Working,Secondary / secondary special,Civil marriage,House / apartment,Managers,3,37,6,1,0
331190,M,N,N,1,135000,Working,Secondary / secondary special,Married,Rented apartment,Laborers,3,33,3,1,1
331204,F,N,Y,0,270000,Pensioner,Higher education,Married,House / apartment,Not identified,2,57,0,0,1
331287,F,N,Y,0,270000,Pensioner,Higher education,Married,House / apartment,Not identified,2,57,0,0,0
331339,F,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,29,2,1,1
331403,F,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,29,2,1,0
331605,F,N,Y,0,121500,State servant,Higher education,Widow,House / apartment,Accountants,1,54,4,1,0
331622,F,N,Y,2,189000,Working,Secondary / secondary special,Civil marriage,House / apartment,Not identified,4,38,0,1,1
331651,F,N,Y,2,189000,Working,Secondary / secondary special,Civil marriage,House / apartment,Not identified,4,38,0,1,0
331801,M,N,Y,0,283500,State servant,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,24,3,1,0
331803,F,N,Y,0,180000,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,40,12,1,1
331844,F,N,Y,0,180000,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,40,12,1,0
331923,M,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,1,30,8,1,1
332026,M,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,1,30,8,1,0
332459,F,Y,Y,1,180000,Working,Higher education,Single / not married,House / apartment,Sales staff,2,39,8,1,1
332731,M,N,Y,0,54000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,63,0,0,0
332745,M,Y,Y,1,180000,Working,Secondary / secondary special,Single / not married,House / apartment,Drivers,2,32,2,1,1
332821,M,Y,Y,1,180000,Working,Secondary / secondary special,Single / not married,House / apartment,Drivers,2,32,2,1,0
332972,F,N,Y,0,67500,State servant,Secondary / secondary special,Married,House / apartment,Not identified,2,55,31,1,1
333135,F,N,Y,0,67500,State servant,Secondary / secondary special,Married,House / apartment,Not identified,2,55,31,1,0
333206,F,N,Y,0,81000,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,43,4,1,0
333216,F,N,Y,0,81000,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,43,4,1,1
333314,F,N,Y,0,270000,State servant,Higher education,Married,House / apartment,Managers,2,38,0,1,1
333350,F,N,Y,0,270000,State servant,Higher education,Married,House / apartment,Managers,2,38,0,1,0
333504,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,46,2,1,0
333528,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,46,2,1,1
333713,M,N,Y,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,3,51,3,1,0
333763,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,Not identified,1,68,0,0,0
333870,F,N,Y,0,157500,Working,Higher education,Married,House / apartment,Medicine staff,2,43,8,1,1
